2dmatpedia id,"2dmatpedia band structure (BG, VBM, CBM)","preds band structure (BG, Direc BG, VBM, CBM)"
2dm-6101,"[0.0, nan, nan]","[0.00027823448181152344, -0.0081634521484375, -4.7321391105651855, -4.696187496185303]"
2dm-6102,"[0.0, nan, nan]","[0.06771695613861084, 0.09219574928283691, -4.445377349853516, -4.353700160980225]"
2dm-6103,"[0.0, nan, nan]","[0.028575420379638672, 0.05073118209838867, -4.35133171081543, -4.316128730773926]"
2dm-6104,"[0.0, nan, nan]","[0.02397310733795166, 0.02303314208984375, -4.2085371017456055, -4.17825984954834]"
2dm-6105,"[0.0, nan, nan]","[0.1662888526916504, 0.25728142261505127, -4.588531494140625, -4.394784927368164]"
2dm-6106,"[0.0, nan, nan]","[0.026665210723876953, 0.022593021392822266, -4.3172454833984375, -4.249507427215576]"
2dm-6107,"[0.0, nan, nan]","[0.07174789905548096, 0.08762836456298828, -4.445034980773926, -4.340914726257324]"
2dm-6108,"[0.0, nan, nan]","[0.029786348342895508, 0.04435420036315918, -4.328972816467285, -4.284502029418945]"
2dm-6109,"[0.2805999517440796, -1.6017999649047852, -1.3212000131607056]","[1.020228385925293, 1.1661357879638672, -4.754711151123047, -3.7404158115386963]"
2dm-6110,"[0.0, nan, nan]","[0.020497798919677734, 0.01257777214050293, -5.040799140930176, -4.978814125061035]"
2dm-6111,"[4.807600021362305, -5.359099864959717, -0.5514999628067017]","[6.168068885803223, 6.211992263793945, -7.418125152587891, -1.2606122493743896]"
2dm-6112,"[0.0, nan, nan]","[-0.0026340484619140625, 0.00410771369934082, -4.546151161193848, -4.5322418212890625]"
2dm-6113,"[0.24279999732971191, -3.9472999572753906, -3.7044999599456787]","[3.3862085342407227, 3.4669370651245117, -7.919255256652832, -4.524919033050537]"
2dm-6114,"[4.052800178527832, -4.644800186157227, -0.5920000076293945]","[4.867100715637207, 4.915935516357422, -6.542303562164307, -1.6914465427398682]"
2dm-6115,"[0.0, nan, nan]","[-0.004415273666381836, -0.0070362091064453125, -4.841373443603516, -4.830098628997803]"
2dm-6116,"[0.0, nan, nan]","[0.11478853225708008, 0.18176734447479248, -4.786447525024414, -4.625680446624756]"
2dm-6117,"[0.13760000467300415, -1.1578998565673828, -1.020300030708313]","[0.19167101383209229, 0.194136381149292, -4.042868614196777, -3.8017733097076416]"
2dm-6119,"[0.029000043869018555, 0.043399810791015625, 0.07240009307861328]","[0.25629723072052, 0.23981058597564697, -3.47458553314209, -3.243879556655884]"
2dm-6120,"[0.0, nan, nan]","[0.016281843185424805, 0.016144990921020508, -4.404149532318115, -4.371735095977783]"
2dm-6121,"[0.13339990377426147, -1.888200044631958, -1.7547999620437622]","[0.6708483695983887, 0.7833271026611328, -5.000002384185791, -4.338634014129639]"
2dm-6122,"[0.0, nan, nan]","[0.1507551670074463, 0.25628113746643066, -4.362018585205078, -4.191314220428467]"
2dm-6123,"[0.0, nan, nan]","[0.012082815170288086, 0.016620159149169922, -4.817898273468018, -4.792418003082275]"
2dm-6124,"[0.0, nan, nan]","[0.09899604320526123, 0.13718223571777344, -4.604527473449707, -4.441015720367432]"
2dm-6125,"[0.0, nan, nan]","[0.354406476020813, 0.4332563877105713, -5.060489177703857, -4.705986022949219]"
2dm-6126,"[0.0, nan, nan]","[0.044618844985961914, 0.08233976364135742, -4.291830062866211, -4.2217302322387695]"
2dm-6127,"[4.393899917602539, -5.355800151824951, -0.961899995803833]","[5.533245086669922, 5.5421037673950195, -7.371182441711426, -1.8339612483978271]"
2dm-6128,"[0.0, nan, nan]","[0.0014078617095947266, 0.012115240097045898, -4.3410186767578125, -4.391662120819092]"
2dm-6129,"[0.0, nan, nan]","[0.09888887405395508, 0.0864100456237793, -4.243655204772949, -4.0998125076293945]"
2dm-6130,"[0.0, nan, nan]","[0.0625755786895752, 0.09441399574279785, -4.362256050109863, -4.281848907470703]"
2dm-6131,"[3.934000015258789, -4.520999908447266, -0.5870000123977661]","[4.715235233306885, 4.764522552490234, -6.36433744430542, -1.66383695602417]"
2dm-6132,"[0.8389999866485596, -5.8709001541137695, -5.031899929046631]","[2.473789691925049, 2.6786718368530273, -8.256438255310059, -5.777644157409668]"
2dm-6133,"[0.0, nan, nan]","[0.5590193271636963, 0.6005172729492188, -4.749500274658203, -4.1040754318237305]"
2dm-6134,"[0.0, nan, nan]","[0.07827425003051758, 0.07112908363342285, -4.237391471862793, -4.161974906921387]"
2dm-6135,"[0.0, nan, nan]","[0.022650957107543945, 0.016568899154663086, -4.684471607208252, -4.598193168640137]"
2dm-6136,"[0.0, nan, nan]","[0.06265091896057129, 0.055693626403808594, -3.964125394821167, -3.8426260948181152]"
2dm-6137,"[0.0, nan, nan]","[0.2551760673522949, 0.28744006156921387, -5.263355255126953, -4.986144542694092]"
2dm-6138,"[0.07999992370605469, -3.1433000564575195, -3.0632998943328857]","[0.1426471471786499, 0.13474297523498535, -5.233060836791992, -5.018042087554932]"
2dm-6139,"[0.0, nan, nan]","[0.059483885765075684, 0.06955862045288086, -4.288256645202637, -4.204102039337158]"
2dm-6140,"[0.0, nan, nan]","[0.05319058895111084, 0.05496096611022949, -4.43812370300293, -4.3566508293151855]"
2dm-6141,"[0.29690003395080566, -1.2014999389648438, -0.9046000242233276]","[0.1558237075805664, 0.17145240306854248, -4.089452266693115, -3.9025206565856934]"
2dm-6142,"[0.0, nan, nan]","[0.16540205478668213, 0.1617499589920044, -3.5466389656066895, -3.3602793216705322]"
2dm-6143,"[0.5145999789237976, -5.394499778747559, -4.879899978637695]","[1.8045072555541992, 1.8666348457336426, -7.615548610687256, -5.793116569519043]"
2dm-6144,"[0.0, nan, nan]","[0.03024876117706299, 0.08357644081115723, -4.497471332550049, -4.438675880432129]"
2dm-6145,"[0.0, nan, nan]","[0.6184477806091309, 0.6977572441101074, -4.350472450256348, -3.6820478439331055]"
2dm-6146,"[1.565000057220459, -3.3506999015808105, -1.7856999635696411]","[2.3973114490509033, 2.905362606048584, -7.16181755065918, -4.766195297241211]"
2dm-6147,"[0.0, nan, nan]","[0.3009599447250366, 0.5047444105148315, -4.863275051116943, -4.485091686248779]"
2dm-6148,"[0.0, nan, nan]","[0.36109185218811035, 0.5001174211502075, -4.68544864654541, -4.2778754234313965]"
2dm-6149,"[0.4495999813079834, -3.1617000102996826, -2.712100028991699]","[0.1668928861618042, 0.24635469913482666, -5.677340507507324, -5.440685749053955]"
2dm-6150,"[0.9121999740600586, -2.72379994392395, -1.8115999698638916]","[1.8759775161743164, 2.0407626628875732, -5.994940280914307, -4.115162372589111]"
2dm-6151,"[0.0, nan, nan]","[0.01898026466369629, 0.041851043701171875, -4.279232025146484, -4.262277126312256]"
2dm-6152,"[4.66510009765625, -5.257900238037109, -0.5928000211715698]","[5.805678367614746, 5.860739707946777, -7.7891716957092285, -1.989180564880371]"
2dm-6153,"[0.0, nan, nan]","[0.08337032794952393, 0.08274698257446289, -4.158791542053223, -4.044040679931641]"
2dm-6154,"[0.0, nan, nan]","[0.01542651653289795, 0.06869888305664062, -4.608264446258545, -4.581984043121338]"
2dm-6155,"[0.0, nan, nan]","[0.01620638370513916, 0.029026269912719727, -4.450289726257324, -4.405236721038818]"
2dm-6156,"[0.0, nan, nan]","[0.08806192874908447, 0.10736536979675293, -4.611910820007324, -4.45456600189209]"
2dm-6157,"[1.121000051498413, -2.7716000080108643, -1.6505999565124512]","[1.8162709474563599, 2.065596103668213, -5.417168617248535, -3.5930380821228027]"
2dm-6158,"[0.0, nan, nan]","[0.0353240966796875, 0.04409646987915039, -4.4750075340271, -4.39860200881958]"
2dm-6159,"[0.0, nan, nan]","[0.013596057891845703, 0.007489204406738281, -4.49273157119751, -4.451268672943115]"
2dm-6160,"[0.0, nan, nan]","[0.014234185218811035, 0.0064907073974609375, -4.358144283294678, -4.373495101928711]"
2dm-6161,"[0.0, nan, nan]","[0.09219717979431152, 0.11328339576721191, -5.52678108215332, -5.395575523376465]"
2dm-6162,"[0.0, nan, nan]","[0.01768934726715088, 0.022161006927490234, -4.3794074058532715, -4.315212726593018]"
2dm-6163,"[0.0, nan, nan]","[0.05330216884613037, 0.054526567459106445, -5.0965895652771, -5.024726867675781]"
2dm-6164,"[0.29659998416900635, -2.0806000232696533, -1.784000039100647]","[1.0756453275680542, 1.3074142932891846, -5.24271821975708, -4.1791815757751465]"
2dm-6165,"[0.0, nan, nan]","[0.04380929470062256, 0.2208784818649292, -5.183263778686523, -5.136508941650391]"
2dm-6166,"[0.0, nan, nan]","[0.0494387149810791, 0.07269668579101562, -4.443159103393555, -4.312684535980225]"
2dm-6167,"[0.0, nan, nan]","[0.16696250438690186, 0.17366492748260498, -5.249031066894531, -5.009875297546387]"
2dm-6168,"[0.0, nan, nan]","[0.026316404342651367, 0.03632402420043945, -4.40297794342041, -4.350335597991943]"
2dm-6169,"[0.19209998846054077, -2.160399913787842, -1.9682999849319458]","[0.041124820709228516, 0.09486746788024902, -4.6078033447265625, -4.5879926681518555]"
2dm-6170,"[0.0, nan, nan]","[0.08307170867919922, 0.10867142677307129, -4.287622451782227, -4.142434597015381]"
2dm-6171,"[0.0015000104904174805, -0.7779998779296875, -0.7764999866485596]","[0.6965000629425049, 0.7523033618927002, -4.172665596008301, -3.446828842163086]"
2dm-6172,"[0.06180006265640259, -1.5348000526428223, -1.4730000495910645]","[0.1986522674560547, 0.29958975315093994, -4.468399524688721, -4.262965679168701]"
2dm-6173,"[0.0, nan, nan]","[0.12269306182861328, 0.17629075050354004, -4.4683308601379395, -4.29522180557251]"
2dm-6174,"[0.0, nan, nan]","[0.01932394504547119, 0.028349876403808594, -4.284686088562012, -4.239624977111816]"
2dm-6175,"[1.0353000164031982, -3.009200096130371, -1.9738999605178833]","[1.5867637395858765, 1.6008801460266113, -5.789738655090332, -4.197404384613037]"
2dm-6176,"[0.0, nan, nan]","[0.006461620330810547, 0.004119157791137695, -4.608455181121826, -4.579098224639893]"
2dm-6177,"[0.0, nan, nan]","[0.05969595909118652, 0.0726315975189209, -4.371809959411621, -4.268424034118652]"
2dm-6178,"[0.0, nan, nan]","[0.10393881797790527, 0.12436461448669434, -4.350545883178711, -4.206468105316162]"
2dm-6179,"[0.0, nan, nan]","[0.038838744163513184, 0.036210060119628906, -5.234532356262207, -5.141763210296631]"
2dm-6180,"[0.006000041961669922, -3.9138998985290527, -3.907899856567383]","[0.29618728160858154, 0.2742588520050049, -5.346547603607178, -5.047823905944824]"
2dm-6181,"[0.0, nan, nan]","[0.015093445777893066, 0.023257970809936523, -4.210987091064453, -4.1472697257995605]"
2dm-6182,"[0.0, nan, nan]","[0.0828627347946167, 0.14676690101623535, -5.555629253387451, -5.299927234649658]"
2dm-6183,"[0.0, nan, nan]","[0.07354199886322021, 0.09693455696105957, -4.514801502227783, -4.363714694976807]"
2dm-6184,"[0.0, nan, nan]","[0.03510403633117676, 0.03124403953552246, -5.133974075317383, -5.081683158874512]"
2dm-6185,"[0.0, nan, nan]","[0.09571623802185059, 0.22298800945281982, -4.603609561920166, -4.497564315795898]"
2dm-6186,"[0.8906999826431274, -3.2704999446868896, -2.3798000812530518]","[1.7657647132873535, 1.9619901180267334, -5.7732954025268555, -4.0161237716674805]"
2dm-6187,"[0.0, nan, nan]","[0.021829605102539062, 0.030049562454223633, -4.354891777038574, -4.29249382019043]"
2dm-6188,"[0.0, nan, nan]","[0.015937447547912598, 0.006859540939331055, -4.632970809936523, -4.567217826843262]"
2dm-6189,"[0.0, nan, nan]","[0.0025441646575927734, -0.001501321792602539, -4.768335819244385, -4.792288303375244]"
2dm-6190,"[0.0, nan, nan]","[0.22269070148468018, 0.275488018989563, -4.189770698547363, -3.897895336151123]"
2dm-6191,"[0.0, nan, nan]","[0.01151275634765625, 0.02640700340270996, -5.555375099182129, -5.518171310424805]"
2dm-6192,"[0.37709999084472656, -2.0952000617980957, -1.7180999517440796]","[1.6637403964996338, 1.8333077430725098, -5.639773368835449, -3.9669506549835205]"
2dm-6193,"[0.0, nan, nan]","[0.05317568778991699, 0.06259679794311523, -4.2137346267700195, -4.124218940734863]"
2dm-6194,"[4.077800273895264, -4.436399936676025, -0.35860002040863037]","[3.8693346977233887, 3.84078049659729, -6.373517036437988, -2.466158866882324]"
2dm-6195,"[0.0, nan, nan]","[0.022731423377990723, 0.02101612091064453, -4.289941310882568, -4.216907024383545]"
2dm-6196,"[0.0, nan, nan]","[0.07140207290649414, 0.14731526374816895, -4.6178131103515625, -4.487476348876953]"
2dm-6197,"[0.0, nan, nan]","[0.28980207443237305, 0.3316463232040405, -4.718063831329346, -4.402729034423828]"
2dm-6198,"[0.0, nan, nan]","[0.09309911727905273, 0.09210968017578125, -4.056581974029541, -3.8918187618255615]"
2dm-6199,"[0.0, nan, nan]","[0.5913349390029907, 0.6462403535842896, -4.918855667114258, -4.29547119140625]"
2dm-6200,"[0.0, nan, nan]","[0.001260519027709961, -0.00638580322265625, -4.73486852645874, -4.690193176269531]"
2dm-6201,"[0.0, nan, nan]","[0.02998828887939453, 0.017586231231689453, -4.1933183670043945, -4.125160217285156]"
2dm-6202,"[0.9190999865531921, -3.6933999061584473, -2.7743000984191895]","[1.9570093154907227, 2.045517683029175, -6.1205878257751465, -4.153740882873535]"
2dm-6203,"[0.9430000185966492, -2.7922000885009766, -1.8492000102996826]","[1.7672902345657349, 1.9047398567199707, -5.421843528747559, -3.6476240158081055]"
2dm-6204,"[1.9205000400543213, -3.690999984741211, -1.7704999446868896]","[3.1645565032958984, 3.2967677116394043, -6.538210868835449, -3.3642935752868652]"
2dm-6205,"[1.1723999977111816, -4.037899971008301, -2.865499973297119]","[2.2189812660217285, 2.1949117183685303, -6.540622711181641, -4.310476779937744]"
2dm-6206,"[0.0, nan, nan]","[0.017456769943237305, 0.023077726364135742, -4.377311706542969, -4.325096607208252]"
2dm-6207,"[0.0, nan, nan]","[0.06530392169952393, 0.10185718536376953, -4.395199298858643, -4.3008904457092285]"
2dm-6208,"[0.0, nan, nan]","[0.10794317722320557, 0.10034322738647461, -3.736138343811035, -3.590360641479492]"
2dm-6209,"[0.0, nan, nan]","[0.045716166496276855, 0.0573575496673584, -4.202808380126953, -4.119384288787842]"
2dm-6210,"[0.0, nan, nan]","[0.07451069355010986, 0.07625865936279297, -4.183235168457031, -4.117990016937256]"
2dm-6211,"[0.0, nan, nan]","[0.022762060165405273, 0.012028932571411133, -4.396727085113525, -4.36987829208374]"
2dm-6212,"[0.0, nan, nan]","[0.2754018306732178, 0.35049986839294434, -6.176603317260742, -5.882898330688477]"
2dm-6213,"[1.4646999835968018, -4.553899765014648, -3.089200019836426]","[2.3042492866516113, 2.5306129455566406, -5.8409295082092285, -3.5138278007507324]"
2dm-6215,"[0.0, nan, nan]","[0.4467819929122925, 0.4998074769973755, -4.785060882568359, -4.236907482147217]"
2dm-6216,"[0.0, nan, nan]","[0.01587367057800293, 0.009352684020996094, -4.70348596572876, -4.62684440612793]"
2dm-6217,"[0.0, nan, nan]","[0.02548694610595703, 0.03407573699951172, -4.262321472167969, -4.201433181762695]"
2dm-6218,"[0.0, nan, nan]","[0.16241192817687988, 0.18009710311889648, -4.523609161376953, -4.314952850341797]"
2dm-6219,"[0.0, nan, nan]","[0.06465566158294678, 0.06308317184448242, -4.167148590087891, -4.122908115386963]"
2dm-6220,"[0.6848999261856079, -3.973599910736084, -3.2887001037597656]","[1.8448044061660767, 2.0324244499206543, -6.322389602661133, -4.491179466247559]"
2dm-6221,"[0.0, nan, nan]","[0.0328679084777832, 0.04980778694152832, -4.242682933807373, -4.214437007904053]"
2dm-6222,"[4.853300094604492, -5.411600112915039, -0.5583000183105469]","[6.978178977966309, 6.973091125488281, -7.864597320556641, -0.8814694881439209]"
2dm-6223,"[1.517699956893921, -3.5546000003814697, -2.036900043487549]","[2.653445243835449, 2.7751402854919434, -6.142117500305176, -3.477120876312256]"
2dm-6224,"[0.0, nan, nan]","[0.003045797348022461, 0.012522220611572266, -5.314276218414307, -5.3199872970581055]"
2dm-6225,"[0.0, nan, nan]","[0.048905372619628906, 0.03971982002258301, -4.318014144897461, -4.242159843444824]"
2dm-6226,"[0.0, nan, nan]","[0.12764978408813477, 0.1121220588684082, -3.987858533859253, -3.8582396507263184]"
2dm-6227,"[0.0, nan, nan]","[0.7634977102279663, 0.8293771743774414, -4.260685920715332, -3.472853183746338]"
2dm-6228,"[0.0, nan, nan]","[0.041839599609375, 0.0537409782409668, -4.557338714599609, -4.448790550231934]"
2dm-6229,"[0.7675999999046326, -2.7720000743865967, -2.0044000148773193]","[1.176387071609497, 1.9219626188278198, -5.680453777313232, -4.481427192687988]"
2dm-6230,"[5.334000110626221, -5.634099960327148, -0.3000999689102173]","[6.670009136199951, 6.736869812011719, -8.256569862365723, -1.592902421951294]"
2dm-6231,"[0.001600027084350586, -2.683199882507324, -2.6816000938415527]","[0.05140721797943115, 0.06084632873535156, -4.890963077545166, -4.797185897827148]"
2dm-6232,"[0.0, nan, nan]","[0.13428866863250732, 0.3341965675354004, -4.8261613845825195, -4.669579029083252]"
2dm-6233,"[0.0, nan, nan]","[0.03834044933319092, 0.016757488250732422, -4.468995094299316, -4.423399925231934]"
2dm-6234,"[1.190600037574768, -5.172900199890137, -3.982300043106079]","[2.5852882862091064, 2.704127311706543, -7.358152389526367, -4.765876770019531]"
2dm-6235,"[0.0, nan, nan]","[0.06394004821777344, 0.06592130661010742, -4.070579528808594, -3.96002459526062]"
2dm-6236,"[0.38260000944137573, -2.1679000854492188, -1.7853000164031982]","[0.007758975028991699, -0.0029625892639160156, -4.503725051879883, -4.478250980377197]"
2dm-6237,"[0.0, nan, nan]","[0.03486061096191406, 0.026563644409179688, -4.323126792907715, -4.2205586433410645]"
2dm-6238,"[0.0, nan, nan]","[0.05837512016296387, 0.05939316749572754, -4.199673652648926, -4.1539835929870605]"
2dm-6239,"[0.0, nan, nan]","[0.021694302558898926, 0.029291152954101562, -4.301037788391113, -4.213673114776611]"
2dm-6240,"[0.0, nan, nan]","[0.035987257957458496, 0.06551909446716309, -5.03220272064209, -4.980450630187988]"
2dm-6241,"[0.0, nan, nan]","[0.10866796970367432, 0.11339449882507324, -4.047801971435547, -3.9351658821105957]"
2dm-6242,"[0.04340004920959473, -1.4412999153137207, -1.3978999853134155]","[0.030320167541503906, 0.02862858772277832, -4.020956993103027, -3.92965030670166]"
2dm-6243,"[0.0, nan, nan]","[0.08811569213867188, 0.08274579048156738, -4.018610000610352, -3.9491186141967773]"
2dm-6244,"[0.0, nan, nan]","[0.589036226272583, 0.605410099029541, -4.49768590927124, -3.866908311843872]"
2dm-6245,"[0.0, nan, nan]","[0.0262601375579834, 0.037717580795288086, -4.670446395874023, -4.627884864807129]"
2dm-6246,"[0.0, nan, nan]","[0.023317694664001465, 0.029932260513305664, -4.50098180770874, -4.420409202575684]"
2dm-6247,"[0.0, nan, nan]","[0.047119736671447754, 0.06488752365112305, -4.633180618286133, -4.572848320007324]"
2dm-6248,"[0.0, nan, nan]","[0.016712188720703125, 0.01782989501953125, -4.558125019073486, -4.4792585372924805]"
